Antenna 1Antenna2,,u,v,w,Cos,Sin
85,11,19.674215,13.785986,-27.601387,13.57954,-5.259933
85,12,17.152382,-10.449888,-10.213139,-3.09594,-4.458637
85,13,4.737217,1.42978,-1.942683,1.050982,-7.470101
85,14,26.481049,-5.632736,-17.890427,-0.032653,-4.535315
85,15,5.104893,20.704903,-5.72826,-1.856109,11.625759
85,16,11.170801,16.484329,-11.672812,10.129451,2.436133
85,17,-0.733268,18.90033,-8.769403,-2.839606,-0.782372
85,18,5.072331,9.793763,-14.673603,1.536506,-2.774946
85,19,11.979745,-7.842979,-22.949917,-0.446997,5.500307
85,20,23.16914,7.505661,-14.376192,-4.472608,-0.594464
85,21,15.544727,-10.990402,-3.359547,12.70634,-10.450403
85,22,14.082641,8.557772,-17.973488,15.554861,-13.98525
85,23,1.146165,0.252072,-17.643259,-1.980409,4.502838
85,24,18.781166,-15.832453,-7.388367,7.034526,16.787519
85,25,26.212269,18.560215,1.144676,3.168739,-5.310884
85,26,32.945671,1.607593,-7.816495,10.143626,7.221865
85,27,13.803721,9.980179,-11.193377,6.647154,-3.892609
85,28,-4.508303,5.579283,-14.91328,-2.647949,-7.528221
85,29,-0.765191,-3.427537,-21.953156,1.794987,-9.35985
85,30,30.246979,26.281796,-16.087786,-9.415736,14.231784
85,31,5.72562,11.190115,-18.709782,2.581234,-15.18635
85,32,18.666754,-1.172856,-12.799047,-11.549098,-3.95978
85,33,39.546852,16.340429,-9.114071,9.785049,4.639737
85,34,20.386692,4.059993,-28.303928,4.870625,-11.765846
85,35,31.174326,17.463554,-5.932592,-11.065392,-7.918267
85,36,2.104237,13.197055,-18.582346,-2.036526,-4.920742
85,37,-2.556768,6.125375,-11.957382,-7.491488,7.119922
85,38,16.407738,-8.704071,-6.18059,-2.788696,-6.1553
85,39,30.153702,-20.101162,-5.164088,6.144518,4.531949
85,40,-3.777475,16.900692,-10.754383,-0.792009,8.585115
85,41,17.21096,1.480188,-8.464355,-2.221189,4.947837
85,42,27.188606,15.952106,-12.962937,-10.249286,-8.281343
85,43,10.231647,13.734579,0.534297,-1.362172,1.131618
85,44,11.90775,19.019405,-3.208193,-7.180645,-0.442429
85,45,6.947025,24.682739,-8.282819,5.859476,-11.71658
85,46,20.611286,10.465222,-28.633221,1.707912,-3.043973
85,47,-4.734179,1.792887,-23.197212,1.558007,-4.571378
85,48,5.121965,12.457898,-3.686986,-1.244644,4.075143
85,49,18.507277,-19.162895,-16.34149,-4.72291,1.197186
85,50,19.880981,8.21265,-31.451305,-2.529721,-17.387941
85,51,8.10686,0.723815,-1.562919,7.804163,-10.552369
85,52,28.691383,6.048484,-1.263572,17.471085,-6.515401
85,53,4.677446,1.232767,-29.916954,2.429107,5.030257
85,54,4.961899,22.765453,-5.979206,-1.954927,17.259533
85,55,20.056072,26.596012,-14.484667,11.319107,6.797949
85,56,5.296208,20.383591,-6.211619,4.14288,2.999441
85,57,13.309623,1.416309,3.005505,10.481014,-25.84111
85,58,16.419464,22.830946,-20.915443,-13.107077,15.247602
85,59,9.504106,11.717022,0.788294,4.756011,-0.435016
85,60,-6.286299,11.594359,-9.942727,15.165901,2.958653
85,61,6.493128,26.742369,-21.541529,-6.211126,5.237208
85,62,5.648841,-0.333357,-11.83509,-3.753644,-0.330386
85,63,7.194387,11.947731,-22.049007,9.221647,2.456482
85,64,19.635433,21.441326,-19.544308,3.354824,8.643282
85,65,23.064579,25.526928,-4.07178,-11.25181,2.256408
85,66,31.236727,18.729744,9.639379,11.73509,-11.618971
85,67,-9.79236,15.98935,-13.750588,11.546726,-4.838487
85,68,19.21977,10.862813,-17.122293,19.080738,0.798396
85,69,19.200319,-2.428351,-10.408977,-1.221932,8.060293
85,70,6.046306,10.331857,-14.40928,2.239025,6.637
85,71,22.204128,18.388268,-7.318213,10.98276,-13.510276
85,72,10.269669,2.087913,-8.89325,8.478624,-5.08817
85,73,11.643076,2.885563,-9.032373,-1.787931,0.758972
85,74,34.382938,22.649368,-5.183626,7.260218,-12.004785
85,75,15.106663,17.03326,-12.782689,15.291792,18.441807
85,76,22.484287,10.149115,-8.90061,10.645512,-0.311179
85,77,17.036833,9.313414,-15.428478,-6.281814,-0.669686
85,78,-8.439852,23.417763,-7.029222,3.013202,0.916764
85,79,8.858767,5.239153,-22.484341,-12.112196,11.913343
85,80,13.246115,10.8559,-14.153334,9.866584,-10.478472
85,81,22.703127,9.632994,-16.793089,-3.963071,2.280002
85,82,8.906141,14.521645,-11.062175,-7.856201,-10.824728
85,83,12.840866,-2.209809,-1.716728,12.666909,6.545727
85,84,22.132389,-4.154645,-16.981407,21.692413,-7.815362
86,0,-8.073766,19.234425,-14.011625,-8.799718,-3.696433
86,1,1.59984,21.480179,11.906417,2.659895,-1.481911
86,2,-6.178013,32.57608,-9.355152,-4.712023,6.242787
86,3,2.650306,18.746937,-1.949605,-4.331834,-4.934971
86,4,-21.621355,19.251177,-7.429574,-3.10189,5.521531
86,5,-18.277971,17.170671,-6.724318,-4.026408,-2.87806
86,6,-18.52347,-3.257854,-25.293167,1.43763,1.792213
86,7,5.914243,39.308365,-17.737383,7.689061,-1.948087
86,8,1.509066,15.401621,-25.828182,-3.303855,3.065542
86,9,8.689487,24.87804,-9.00238,6.726614,0.47334
86,10,-9.781482,32.309216,-6.007622,4.193629,-4.92621
86,11,-0.471107,25.926939,-26.024464,-5.454837,-5.251012
86,12,-2.99294,1.691065,-8.636213,-0.084992,-2.899854
86,13,-15.408106,13.570733,-0.365758,-8.325901,3.789152
86,14,6.335726,6.508217,-16.313501,3.043255,9.023598
86,15,-15.04043,32.845856,-4.151334,11.057652,-25.183006
86,16,-8.974522,28.625282,-10.095887,3.384998,5.176809
86,17,-20.87859,31.041283,-7.192477,17.791676,4.481862
86,18,-15.07299,21.934717,-13.096678,-1.577669,-9.129911
86,19,-8.165578,4.297974,-21.372993,-1.316853,-7.17678
86,20,3.023818,19.646614,-12.799267,0.602021,-5.748646
86,21,-4.600595,1.150551,-1.782622,-5.659264,-5.610687
86,22,-6.062682,20.698725,-16.396563,1.362314,-13.746682
86,23,-18.999157,12.393025,-16.066334,-7.181326,-2.651555
86,24,-1.364157,-3.6915,-5.811441,2.014331,8.900449
86,25,6.066947,30.701168,2.721601,7.892295,5.896429
86,26,12.80035,13.748546,-6.23957,-4.23307,-14.238492
86,27,-6.341601,22.121132,-9.616452,14.187576,4.089394
86,28,-24.653625,17.720236,-13.336355,-8.740365,-6.777782
86,29,-20.910513,8.713416,-20.37623,5.167002,1.323844
86,30,10.101656,38.422749,-14.51086,7.143928,-0.775753
86,31,-14.419703,23.331068,-17.132856,10.229706,-14.46574
86,32,-1.478568,10.968097,-11.222121,-5.261402,-1.515395
86,33,19.401527,28.481382,-7.537146,-9.367292,-7.049629
86,34,0.24137,16.200947,-26.727005,2.653864,3.346149
86,35,11.029003,29.604507,-4.355667,8.304029,-5.623097
86,36,-18.041086,25.338007,-17.005421,-4.206675,-16.367277
86,37,-22.702091,18.266327,-10.380457,-13.216652,-13.867251
86,38,-3.737585,3.436882,-4.603665,9.74645,-2.063112
86,39,10.008379,-7.960209,-3.587162,8.771103,-4.002071
86,40,-23.922798,29.041645,-9.177458,4.083192,-5.264223
86,41,-2.934363,13.621141,-6.88743,11.3862,-18.448866
86,42,7.043283,28.09306,-11.386012,19.904991,10.731493
86,43,-9.913674,25.875532,2.111222,-5.995513,-14.184765
86,44,-8.237572,31.160358,-1.631268,0.413543,-9.439455
86,45,-13.198298,36.823692,-6.705894,12.805994,-3.488417
86,46,0.465964,22.606174,-27.056297,2.007506,2.156231
86,47,-24.879501,13.93384,-21.620287,6.203966,14.163635
86,48,-15.023357,24.59885,-2.110061,-9.883947,5.084411
86,49,-1.638046,-7.021942,-14.764565,3.497171,11.740103
86,50,-0.264342,20.353603,-29.874378,7.284685,15.693523
86,51,-12.038462,12.864768,0.014007,-9.529516,4.231008
86,52,8.546061,18.189438,0.313354,6.505426,0.736829
86,53,-15.467876,13.37372,-28.340031,14.935657,4.863776
86,54,-15.183424,34.906406,-4.402281,-2.548008,-6.972697
86,55,-0.08925,38.736965,-12.907742,-4.374091,21.181871
86,56,-14.849113,32.524544,-4.634694,2.996167,-11.160784
86,57,-6.8357,13.557262,4.58243,7.241255,-3.991171
86,58,-3.725858,34.971901,-19.33852,-3.030925,-11.509974
86,59,-10.641216,23.857975,2.365219,11.963352,-3.412205
86,60,-26.431622,23.735312,-8.365802,-8.453446,14.85251
86,61,-13.652195,38.883324,-19.964603,10.059175,-4.680836
86,62,-14.496481,11.807596,-10.258164,-2.702037,0.565151
86,63,-12.950935,24.088684,-20.47208,-17.84267,3.474064
86,64,-0.509889,33.582279,-17.967384,1.057408,-0.471522
86,65,2.919258,37.667881,-2.494855,-8.933678,-24.499439
86,66,11.091404,30.870697,11.216304,-3.879844,9.074921
86,67,-29.937683,28.130302,-12.173663,1.582407,9.966753
86,68,-0.925551,23.003765,-15.545368,-10.718096,-0.354954
86,69,-0.945003,9.712602,-8.832051,2.075632,-3.012252
86,70,-14.099016,22.472809,-12.832355,-6.53139,9.364843
86,71,2.058806,30.529221,-5.741287,-0.258184,12.959064
86,72,-9.875654,14.228866,-7.316325,9.278236,3.013609
86,73,-8.502247,15.026516,-7.455448,9.120522,-3.695757
86,74,14.237616,34.790321,-3.606701,-5.385968,-3.686169
86,75,-5.03866,29.174213,-11.205764,-0.408384,-2.692904
86,76,2.338964,22.290068,-7.323685,12.069571,-1.651353
86,77,-3.108489,21.454367,-13.851553,6.899863,-8.553247
86,78,-28.585175,35.558716,-5.452296,2.696214,12.079346
86,79,-11.286556,17.380106,-20.907413,-1.805047,1.74187
86,80,-6.899208,22.996853,-12.576408,-0.80517,14.033621
86,81,2.557805,21.773947,-15.216164,-10.494139,-14.282747
86,82,-11.239182,26.662598,-9.48525,-1.451461,2.617337
86,83,-7.304456,9.931144,-0.139803,-9.669361,11.977345
86,84,1.987067,7.986308,-15.404483,2.886761,-6.234285
86,85,-20.145323,12.140953,1.576925,-5.080011,11.736701
87,0,-1.168741,4.074715,-23.987009,12.927635,11.01792
87,1,8.504865,6.32047,1.931034,-0.120708,-8.510019
87,2,0.727012,17.416372,-19.330536,9.064135,8.265902
87,3,9.55533,3.587227,-11.924988,-0.846398,-9.480789
87,4,-14.71633,4.091467,-17.404957,-2.809277,5.276527
87,5,-11.372946,2.010962,-16.699699,9.062424,0.435519
87,6,-11.618444,-18.417564,-35.268551,8.04715,-9.626715
87,7,12.819268,24.148655,-27.712765,2.792316,-0.647334
87,8,8.414091,0.241912,-35.803566,-6.792221,-10.978626
87,9,15.594512,9.718331,-18.977764,7.803885,4.703984
87,10,-2.876457,17.149506,-15.983005,-5.535328,7.937991
87,11,6.433918,10.767229,-35.999847,4.031075,-0.001262
87,12,3.912085,-13.468644,-18.611597,2.724032,-5.786301
87,13,-8.50308,-1.588976,-10.341141,0.264608,-6.641998
87,14,13.240751,-8.651492,-26.288883,0.518744,-9.575579
87,15,-8.135405,17.686148,-14.126717,14.146297,-12.78443
87,16,-2.069496,13.465574,-20.07127,7.933917,3.017942
87,17,-13.973565,15.881573,-17.16786,11.206523,8.008069
87,18,-8.167966,6.775008,-23.07206,0.076907,4.688464
87,19,-1.260553,-10.861735,-31.348375,2.712246,-3.554586
87,20,9.928843,4.486905,-22.774649,8.237264,4.335264
87,21,2.30443,-14.009158,-11.758005,-10.623089,-6.351327
87,22,0.842343,5.539016,-26.371944,7.252925,6.848844
87,23,-12.094132,-2.766684,-26.041718,-7.366476,-10.57453
87,24,5.540868,-18.851208,-15.786824,-3.997574,-5.718374
87,25,12.971972,15.54146,-7.253781,9.382697,2.622808
87,26,19.705376,-1.411163,-16.214952,1.256201,12.42703
87,27,0.563424,6.961423,-19.591835,-9.642261,1.328802
87,28,-17.7486,2.560527,-23.311739,0.373523,-1.850486
87,29,-14.005488,-6.446293,-30.351612,5.606847,9.9218
87,30,17.006681,23.263039,-24.486244,10.111928,-23.5886
87,31,-7.514677,8.171359,-27.108238,6.047303,-7.715366
87,32,5.426457,-4.191612,-21.197504,-2.132545,-1.845459
87,33,26.306553,13.321674,-17.512527,-1.025533,8.653566
87,34,7.146395,1.041237,-36.702385,0.082585,25.041126
87,35,17.934029,14.444798,-14.33105,2.345208,-8.620836
87,36,-11.136061,10.178299,-26.980803,-4.317561,-2.443731
87,37,-15.797066,3.106619,-20.355839,-4.620271,-7.531701
87,38,3.16744,-11.722827,-14.579048,3.668679,1.072522
87,39,16.913404,-23.119919,-13.562546,10.219751,7.612795
87,40,-17.017773,13.881935,-19.152842,5.734383,4.64611
87,41,3.970662,-1.538568,-16.862812,10.703518,-3.889175
87,42,13.948308,12.93335,-21.361395,5.476707,15.25938
87,43,-3.008649,10.715822,-7.864161,-2.115659,-11.012234
87,44,-1.332547,16.00065,-11.606651,15.550646,-9.162919
87,45,-6.293272,21.663982,-16.681276,-17.74506,3.908119
87,46,7.370989,7.446466,-37.031677,-0.247967,7.377551
87,47,-17.974476,-1.225869,-31.595669,-8.170768,2.203076
87,48,-8.118332,9.439142,-12.085443,10.842982,2.539953
87,49,5.266979,-22.181652,-24.739946,-4.477534,16.135071
87,50,6.640683,5.193894,-39.849762,-13.876202,1.531782
87,51,-5.133437,-2.294941,-9.961376,-3.292323,7.338404
87,52,15.451086,3.029728,-9.662029,-1.298779,11.857441
87,53,-8.562851,-1.785989,-38.315414,-2.225539,5.173193
87,54,-8.278399,19.746698,-14.377664,5.587,-3.318246
87,55,6.815775,23.577255,-22.883125,-0.206133,-19.594521
87,56,-7.944089,17.364834,-14.610077,9.879457,21.204706
87,57,0.069325,-1.602447,-5.392953,4.655699,3.701884
87,58,3.179167,19.812191,-29.313902,12.894607,-4.393024
87,59,-3.736192,8.698266,-7.610164,4.907642,5.742364
87,60,-19.526596,8.575603,-18.341185,2.162353,-3.665344
87,61,-6.747169,23.723614,-29.939987,3.116688,2.231713
87,62,-7.591456,-3.352113,-20.233547,-1.676946,-5.88236
87,63,-6.04591,8.928975,-30.447464,1.471151,-13.964614
87,64,6.395136,18.422569,-27.942766,-2.012471,2.189327
87,65,9.824283,22.508173,-12.470238,0.161506,1.410228
87,66,17.996429,15.710988,1.240921,-10.373786,-0.339856
87,67,-23.032658,12.970594,-22.149046,-19.598782,12.315626
87,68,5.979474,7.844057,-25.520752,-1.314692,-0.908289
87,69,5.960022,-5.447107,-18.807434,13.156129,0.453109
87,70,-7.193992,7.3131,-22.807737,11.047129,-4.653303
87,71,8.963831,15.369511,-15.71667,-6.962793,-1.053192
87,72,-2.970629,-0.930843,-17.291708,9.206136,-4.9838
87,73,-1.597222,-0.133193,-17.430832,4.918286,-0.789958
87,74,21.142641,19.630611,-13.582084,-7.410013,-8.717091
87,75,1.866365,14.014505,-21.181147,-0.753248,-7.517792
87,76,9.243989,7.130358,-17.299067,8.948874,4.903084
87,77,3.796536,6.294657,-23.826937,12.603912,10.268169
87,78,-21.680149,20.399006,-15.427679,-15.52681,0.426501
87,79,-4.381531,2.220397,-30.882797,7.750279,7.818512
87,80,0.005817,7.837143,-22.55179,-7.655749,6.220537
87,81,9.46283,6.614238,-25.191547,-2.84838,-2.07524
87,82,-4.334156,11.502888,-19.460632,-0.143925,-3.245563
87,83,-0.399431,-5.228565,-10.115186,-4.211851,4.470483
87,84,8.892092,-7.173401,-25.379866,-3.720634,0.643797
87,85,-13.240297,-3.018756,-8.398458,-13.625372,-9.098032
87,86,6.905025,-15.159709,-9.975383,14.287407,14.727026
88,0,-1.949413,-7.844214,-5.216628,-5.672424,11.135801
88,1,7.724193,-5.598459,20.701414,-6.170066,7.533589
88,2,-0.053661,5.497444,-0.560154,9.387345,-8.420735
88,3,8.774658,-8.331701,6.845393,8.850132,-1.661312
88,4,-15.497002,-7.827461,1.365423,-9.928097,-6.824346
88,5,-12.153618,-9.907967,2.070681,-6.335161,-4.099814
88,6,-12.399117,-30.336493,-16.498171,5.124102,-10.75484
88,7,12.038595,12.229727,-8.942385,4.994016,-1.062232
88,8,7.633419,-11.677017,-17.033184,-1.998496,8.55525
88,9,14.813839,-2.200598,-0.207383,3.013981,0.363728
88,10,-3.657129,5.230578,2.787376,4.590202,5.588101
88,11,5.653245,-1.151699,-17.229465,-10.14063,6.313944
88,12,3.131413,-25.387573,0.158784,-3.749561,6.817002
88,13,-9.283752,-13.507904,8.42924,-2.52563,-9.207392
88,14,12.460079,-20.570421,-7.518503,7.363634,11.19927
88,15,-8.916077,5.767219,4.643664,2.818058,-5.001383
88,16,-2.850169,1.546646,-1.300889,0.311958,-5.298632
88,17,-14.754238,3.962644,1.602521,10.009443,11.49832
88,18,-8.948639,-5.143921,-4.30168,-4.56988,-24.40284
88,19,-2.041225,-22.780664,-12.577994,-11.448303,-2.047217
88,20,9.14817,-7.432023,-4.004269,-1.564227,-5.062956
88,21,1.523758,-25.928087,7.012376,-1.967247,5.918941
88,22,0.06167,-6.379912,-7.601564,6.633404,-0.526463
88,23,-12.874805,-14.685612,-7.271336,7.899646,2.172819
88,24,4.760196,-30.770138,2.983557,7.674103,-3.01754
88,25,12.191299,3.622531,11.5166,-3.551662,-1.920862
88,26,18.924704,-13.330091,2.555428,-9.453535,-15.081236
88,27,-0.217248,-4.957506,-0.821455,11.898516,5.609015
88,28,-18.529272,-9.358402,-4.541358,7.164557,-5.689448
88,29,-14.786161,-18.365221,-11.581232,4.383461,-5.204766
88,30,16.226009,11.34411,-5.715863,-1.934912,-13.932949
88,31,-8.295349,-3.74757,-8.337858,-10.273491,-10.040769
88,32,4.645784,-16.11054,-2.427124,-2.785029,0.56851
88,33,25.525881,1.402745,1.257852,-8.119748,-9.278379
88,34,6.365722,-10.877691,-17.932007,13.262903,-1.665047
88,35,17.153357,2.52587,4.439331,-2.535669,4.83195
88,36,-11.916733,-1.74063,-8.210423,-19.819759,-7.789981
88,37,-16.577738,-8.812309,-1.585459,11.374956,-19.062542
88,38,2.386767,-23.641756,4.191333,1.383012,9.907779
88,39,16.132732,-35.038845,5.207836,0.350652,3.039314
88,40,-17.798445,1.963007,-0.38246,-1.803092,-8.274251
88,41,3.18999,-13.457497,1.907568,-1.173848,-12.486764
88,42,13.167635,1.014421,-2.591014,-7.810001,7.499303
88,43,-3.789322,-1.203106,10.90622,-2.889179,-6.914277
88,44,-2.11322,4.081722,7.16373,16.998066,-2.435196
88,45,-7.073945,9.745054,2.089105,3.537417,-2.285794
88,46,6.590317,-4.472462,-18.261299,-11.214425,-0.964156
88,47,-18.755148,-13.144798,-12.825289,-1.311891,9.249874
88,48,-8.899004,-2.479787,6.684937,-12.41943,2.724834
88,49,4.486306,-34.100578,-5.969566,-3.388583,-4.150868
88,50,5.860011,-6.725035,-21.079382,-9.139811,-4.582746
88,51,-5.91411,-14.213869,8.809005,2.141792,-10.312241
88,52,14.670414,-8.8892,9.108352,3.771123,-2.720431
88,53,-9.343523,-13.704918,-19.545033,6.875312,6.190292
88,54,-9.059071,7.82777,4.392717,15.656944,7.281206
88,55,6.035103,11.658327,-4.112743,0.070283,-15.617068
88,56,-8.724762,5.445906,4.160305,-2.215486,14.252613
88,57,-0.711347,-13.521376,13.377428,5.565012,9.210131
88,58,2.398494,7.893261,-10.543521,-0.786504,-1.449073
88,59,-4.516864,-3.220663,11.160217,8.507778,4.894814
88,60,-20.307268,-3.343325,0.429196,3.924259,-1.723319
88,61,-7.527842,11.804684,-11.169605,-3.393337,-0.155567
88,62,-8.372129,-15.271042,-1.463166,5.488229,-6.039558
88,63,-6.826583,-2.989953,-11.677083,0.589857,6.66604
88,64,5.614463,6.503641,-9.172385,-9.773966,-5.929181
88,65,9.04361,10.589245,6.300143,-1.375564,-4.069879
88,66,17.215757,3.792059,20.011301,-9.141922,14.688099
88,67,-23.81333,1.051666,-3.378665,3.849767,0.907063
88,68,5.198801,-4.074872,-6.750371,-9.734107,-2.477663
88,69,5.179349,-17.366035,-0.037053,3.683963,-3.531035
88,70,-7.974664,-4.605828,-4.037357,-18.210712,0.533365
88,71,8.183159,3.450582,3.053711,-2.84058,-5.227777
88,72,-3.751301,-12.849771,1.478673,7.570814,-8.042696
88,73,-2.377894,-12.052121,1.33955,-9.088489,14.21528
88,74,20.361969,7.711684,5.188297,1.380721,-2.190095
88,75,1.085693,2.095577,-2.410765,3.784277,-11.215464
88,76,8.463316,-4.78857,1.471313,-2.322169,6.847447
88,77,3.015863,-5.624271,-5.056555,14.886672,1.49616
88,78,-22.460821,8.480078,3.342702,-3.610399,-6.659244
88,79,-5.162204,-9.698532,-12.112416,14.644668,-1.296688
88,80,-0.774856,-4.081785,-3.78141,-0.327534,16.402172
88,81,8.682158,-5.304691,-6.421165,0.813222,10.610369
88,82,-5.114829,-0.41604,-0.690251,2.400008,4.059286
88,83,-1.180103,-17.147493,8.655195,-9.90617,1.843855
88,84,8.11142,-19.092329,-6.609485,-9.832248,9.123985
88,85,-14.020969,-14.937685,10.371923,-3.12063,-7.302784
88,86,6.124352,-27.078638,8.794998,16.650293,6.27145
88,87,-0.780672,-11.918928,18.77038,5.603867,7.857111
89,0,-4.225438,-9.528669,-5.53321,-3.609353,-1.646215
89,1,5.448168,-7.282914,20.384832,19.705547,7.486823
89,2,-2.329685,3.812988,-0.876737,4.674703,0.561831
89,3,6.498633,-10.016157,6.528811,12.818168,-1.625605
89,4,-17.773027,-9.511917,1.048841,-2.350996,-6.787544
89,5,-14.429644,-11.592422,1.754099,3.360435,5.307931
89,6,-14.675142,-32.020947,-16.814753,-2.871858,2.163247
89,7,9.762571,10.545272,-9.258967,15.853316,-3.145785
89,8,5.357394,-13.361472,-17.349766,2.10986,2.056591
89,9,12.537815,-3.885053,-0.523965,11.813147,-5.488188
89,10,-5.933154,3.546123,2.470794,2.791426,-5.828397
89,11,3.37722,-2.836154,-17.546047,5.064213,-0.986412
89,12,0.855388,-27.072029,-0.157798,11.79854,0.028918
89,13,-11.559778,-15.19236,8.112658,-0.024788,-6.916207
89,14,10.184053,-22.254875,-7.835085,10.453815,-3.999211
89,15,-11.192102,4.082764,4.327082,4.900802,-15.99775
89,16,-5.126194,-0.13781,-1.617471,13.846384,6.085219
89,17,-17.030262,2.278189,1.285939,14.918696,2.155802
89,18,-11.224663,-6.828376,-4.618262,-10.513313,-22.077915
89,19,-4.31725,-24.465118,-12.894577,-12.335417,-1.399775
89,20,6.872146,-9.116479,-4.320851,13.425792,-18.248629
89,21,-0.752267,-27.612541,6.695794,5.128406,8.648388
89,22,-2.214355,-8.064368,-7.918147,8.617509,6.870595
89,23,-15.150829,-16.370068,-7.587918,14.435904,7.644206
89,24,2.484171,-32.454594,2.666975,5.889408,9.227318
89,25,9.915276,1.938076,11.200017,-9.413251,16.384178
89,26,16.648678,-15.014547,2.238846,1.796129,-3.092569
89,27,-2.493273,-6.641961,-1.138037,8.756725,-0.612048
89,28,-20.805298,-11.042857,-4.85794,-13.476099,-5.036453
89,29,-17.062185,-20.049677,-11.897815,15.25551,3.278808
89,30,13.949984,9.659656,-6.032445,-2.172779,9.794958
89,31,-10.571375,-5.432025,-8.654441,-3.709631,-1.411997
89,32,2.36976,-17.794996,-2.743706,8.77075,3.534972
89,33,23.249855,-0.28171,0.94127,10.474473,2.08483
89,34,4.089697,-12.562147,-18.248589,4.418794,-12.321341
89,35,14.877331,0.841414,4.122749,-7.10023,0.463251
89,36,-14.192759,-3.425085,-8.527004,7.266446,-1.023286
89,37,-18.853764,-10.496765,-1.902041,-5.540147,-15.572967
89,38,0.110742,-25.32621,3.874751,-5.982477,11.012972
89,39,13.856707,-36.723301,4.891253,13.385909,3.761992
89,40,-20.074471,0.278552,-0.699042,5.53926,-14.949355
89,41,0.913965,-15.141952,1.590986,-10.282222,-0.571347
89,42,10.891611,-0.670034,-2.907596,0.172939,3.181001
89,43,-6.065347,-2.887561,10.589638,-5.484504,-11.2067
89,44,-4.389245,2.397266,6.847148,12.225754,-7.562611
89,45,-9.34997,8.060598,1.772523,8.389603,-4.338485
89,46,4.314292,-6.156918,-18.577881,-0.723577,-13.593515
89,47,-21.031174,-14.829253,-13.141871,10.690739,9.870671
89,48,-11.17503,-4.164242,6.368355,-6.691094,6.835642
89,49,2.210282,-35.785034,-6.286148,-2.648656,17.207174
89,50,3.583986,-8.40949,-21.395964,6.103837,-6.912471
89,51,-8.190134,-15.898325,8.492422,-5.577165,-7.578072
89,52,12.394388,-10.573656,8.791769,1.773962,1.337633
89,53,-11.619549,-15.389373,-19.861614,4.840914,-14.66721
89,54,-11.335096,6.143314,4.076135,-7.284083,1.848323
89,55,3.759078,9.973872,-4.429326,1.063395,2.859395
89,56,-11.000786,3.761451,3.843722,-11.951782,-7.206069
89,57,-2.987372,-15.205831,13.060845,13.778316,-6.652159
89,58,0.122469,6.208806,-10.860104,3.196239,-18.109083
89,59,-6.792889,-4.905118,10.843635,21.174746,5.332998
89,60,-22.583294,-5.027781,0.112614,1.808541,10.059025
89,61,-9.803867,10.120229,-11.486188,-0.133808,-15.998722
89,62,-10.648153,-16.955498,-1.779748,2.320784,0.828524
89,63,-9.102608,-4.674409,-11.993666,5.955095,10.179222
89,64,3.338439,4.819185,-9.488968,6.309941,8.363578
89,65,6.767585,8.904789,5.983561,6.73205,-5.289816
89,66,14.939732,2.107604,19.694719,-8.781736,9.289757
89,67,-26.089355,-0.63279,-3.695247,15.81002,2.836182
89,68,2.922776,-5.759327,-7.066953,-5.024654,-7.142263
89,69,2.903325,-19.050491,-0.353635,6.66452,-6.065563
89,70,-10.250689,-6.290284,-4.353939,-8.231544,-2.669218
89,71,5.907134,1.766127,2.737129,2.135052,-7.017776
89,72,-6.027326,-14.534227,1.162091,13.590079,16.811634
89,73,-4.653919,-13.736576,1.022968,-2.588072,3.142849
89,74,18.085943,6.027228,4.871715,-2.907317,-2.434488
89,75,-1.190332,0.411121,-2.727348,-0.616125,5.572608
89,76,6.187292,-6.473026,1.154731,0.904083,3.110354
89,77,0.739838,-7.308727,-5.373137,-2.93787,3.575273
89,78,-24.736847,6.795622,3.02612,6.241931,-0.80738
89,79,-7.438229,-11.382987,-12.428999,19.52467,3.107054
89,80,-3.05088,-5.766241,-4.097992,2.296678,10.080889
89,81,6.406132,-6.989146,-6.737748,1.021801,-1.856231
89,82,-7.390853,-2.100496,-1.006834,5.175735,2.623662
89,83,-3.456128,-18.831949,8.338613,-3.361979,0.88943
89,84,5.835395,-20.776785,-6.926067,-1.153514,9.466297
89,85,-16.296995,-16.622139,10.055341,11.451653,10.391178
89,86,3.848328,-28.763092,8.478415,14.356573,7.213702
89,87,-3.056697,-13.603384,18.453798,6.596211,-12.455063
89,88,-2.276025,-1.684455,-0.316582,18.684822,0.74715
90,0,-15.283576,-2.238882,4.580577,-3.732917,-4.778838
90,1,-5.609971,0.006874,30.498619,11.66151,2.110798
90,2,-13.387824,11.102777,9.237051,-4.393332,-6.470505
90,3,-4.559505,-2.726369,16.642597,-13.835323,-4.182017
90,4,-28.831165,-2.222129,11.162628,-6.608983,3.274338
90,5,-25.487782,-4.302634,11.867886,-5.690981,-8.547998
90,6,-25.73328,-24.731159,-6.700965,-6.048074,-13.564425
90,7,-1.295568,17.83506,0.85482,-9.418354,-15.901651
90,8,-5.700745,-6.071684,-7.235978,0.22224,-7.402199
90,9,1.479676,3.404735,9.589823,2.85951,-13.72433
90,10,-16.991293,10.835911,12.584581,-5.475832,-14.645954
90,11,-7.680918,4.453633,-7.43226,10.183312,0.978801
90,12,-10.20275,-19.78224,9.95599,1.847655,-3.364011
90,13,-22.617916,-7.902572,18.226444,-0.059255,0.318798
90,14,-0.874084,-14.965088,2.278702,-6.52209,-7.413362
90,15,-22.25024,11.372552,14.440868,2.688552,7.03005
90,16,-16.184332,7.151978,8.496316,12.386984,2.997418
